target_id,source_id,weight
8.00_84.00,7.50_82.92,0.0463523984590495
8.00_84.00,7.50_83.75,0.115883039177162
8.00_84.00,7.50_84.58,0.115883039177162
8.00_84.00,8.06_82.92,0.0462910495474158
8.00_84.00,8.06_83.75,0.115729664194061
8.00_84.00,8.06_84.58,0.115729664194061
8.00_84.00,8.61_82.92,0.0462253493964026
8.00_84.00,8.61_83.75,0.115565410920727
8.00_84.00,8.61_84.58,0.115565410920727
8.00_84.00,9.17_82.92,0.00923745431946706
8.00_84.00,9.17_83.75,0.0230940429489481
8.00_84.00,9.17_84.58,0.0230940429489481
8.00_86.00,6.94_85.42,0.0463955567492446
8.00_86.00,6.94_86.25,0.0463955567492446
8.00_86.00,6.94_87.08,0.0185583202973803
8.00_86.00,7.50_85.42,0.115882597101153
8.00_86.00,7.50_86.25,0.115882597101153
8.00_86.00,7.50_87.08,0.046353282611066
8.00_86.00,8.06_85.42,0.115729222703155
8.00_86.00,8.06_86.25,0.115729222703155
8.00_86.00,8.06_87.08,0.0462919325292283
8.00_86.00,8.61_85.42,0.115564970056422
8.00_86.00,8.61_86.25,0.115564970056422
8.00_86.00,8.61_87.08,0.046226231125013
8.00_86.00,9.17_85.42,0.0230939548487188
8.00_86.00,9.17_86.25,0.0230939548487188
8.00_86.00,9.17_87.08,0.00923763051992562
8.00_88.00,6.94_87.08,0.0278370398654676
8.00_88.00,6.94_87.92,0.0463952291041014
8.00_88.00,6.94_88.75,0.0371171648263006
8.00_88.00,7.50_87.08,0.069528823474486
8.00_88.00,7.50_87.92,0.115881778738948
8.00_88.00,7.50_88.75,0.0927078745999384
8.00_88.00,8.06_87.08,0.0694367998082004
8.00_88.00,8.06_87.92,0.115728405424079
8.00_88.00,8.06_88.75,0.0925851727032587
8.00_88.00,8.61_87.08,0.0693382492616505
8.00_88.00,8.61_87.92,0.115564153937297
8.00_88.00,8.61_88.75,0.0924537680389088
8.00_88.00,9.17_87.08,0.0138562264755139
8.00_88.00,9.17_87.92,0.0230937917593483
8.00_88.00,9.17_88.75,0.0184755219825009
8.00_90.00,6.94_88.75,0.00927823071819623
8.00_90.00,6.94_89.58,0.0463960613941186
8.00_90.00,6.94_90.42,0.0463960613941186
8.00_90.00,6.94_91.25,0.00927908028943605
8.00_90.00,7.50_88.75,0.0231743198586745
8.00_90.00,7.50_89.58,0.115883857557169
8.00_90.00,7.50_90.42,0.115883857557169
8.00_90.00,7.50_91.25,0.0231764418403596
8.00_90.00,8.06_88.75,0.0231436478902663
8.00_90.00,8.06_89.58,0.115730481490916
8.00_90.00,8.06_90.42,0.115730481490916
8.00_90.00,8.06_91.25,0.0231457670634394
8.00_90.00,8.61_88.75,0.0231108004785906
8.00_90.00,8.61_89.58,0.115566227057605
8.00_90.00,8.61_90.42,0.115566227057605
8.00_90.00,8.61_91.25,0.0231129166440549
8.00_90.00,9.17_88.75,0.00461835262458636
8.00_90.00,9.17_89.58,0.0230942060418664
8.00_90.00,9.17_90.42,0.0230942060418664
8.00_90.00,9.17_91.25,0.00461877550904401
8.00_92.00,6.94_91.25,0.0371164568628873
8.00_92.00,6.94_92.08,0.0463954060942048
8.00_92.00,6.94_92.92,0.0278375708387775
8.00_92.00,7.50_91.25,0.0927061063133883
8.00_92.00,7.50_92.08,0.115882220808713
8.00_92.00,7.50_92.92,0.0695301496912718
8.00_92.00,8.06_91.25,0.0925834067570935
8.00_92.00,8.06_92.08,0.11572884690875
8.00_92.00,8.06_92.92,0.0694381242696951
8.00_92.00,8.61_91.25,0.0924520045991229
8.00_92.00,8.61_92.08,0.115564594795375
